ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA, LAT, LONG, DATE, COUNCIL
T20150024546,2015-07-15,07:45:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,51700,1,0,0,1,0,1,2,1,Cross intersection,3,60,Arterial Highway,144.250247,-36.779793,20150715,BENDIGO
T20150014940,2015-07-17,21:15:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,291777,1,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,144.259479,-36.772059,20150717,BENDIGO
T20150014944,2015-07-17,21:32:00,6,Vehicle overturned (no collision),6,Friday,170,OFF CARRIAGEWAY TO LEFT,3,291739,1,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,144.287694,-36.79567,20150717,BENDIGO
T20150015103,2015-07-20,06:10:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,2,293488,1,0,1,0,0,1,1,2,T intersection,2,100,,144.520704,-36.66848,20150720,BENDIGO
T20150015240,2015-07-21,13:02:00,4,Collision with a fixed object,3,Tuesday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,291928,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Highway,144.60845,-36.49465,20150721,BENDIGO
T20150018500,2015-07-23,17:30:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,357651,2,0,0,3,1,4,2,5,Not at intersection,3,50,Arterial Highway,144.302795,-36.734158,20150723,BENDIGO
T20150015920,2015-07-29,12:55:00,2,Struck Pedestrian,4,Wednesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,292793,1,0,0,1,0,1,2,5,Not at intersection,3,60,Arterial Other,144.282909,-36.761769,20150729,BENDIGO
T20150015800,2015-07-29,14:00:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,297932,1,0,2,0,0,2,1,6,Dead end,2,50,Local Road,144.30654,-36.7808,20150729,BENDIGO
T20150017877,2015-07-31,08:30:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,2,51720,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,144.235831,-36.790972,20150731,BENDIGO
T20150015899,2015-07-31,06:30:00,6,Vehicle overturned (no collision),6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,5,292493,1,0,1,0,0,1,2,5,Not at intersection,2,60,Local Road,144.226969,-36.731208,20150731,BENDIGO
T20150016079,2015-08-02,15:45:00,2,Struck Pedestrian,1,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,292631,1,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,144.260698,-36.771447,20150802,BENDIGO
T20150016794,2015-08-04,12:15:00,5,collision with some other object,3,Tuesday,191,LOAD OR MISSILE STRUCK VEHICLE,1,293016,2,0,0,1,1,2,2,5,Not at intersection,3,100,Arterial Highway,144.37959,-36.651562,20150804,BENDIGO
T20150016277,2015-08-04,19:15:00,6,Vehicle overturned (no collision),3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,51577,1,0,0,1,0,1,2,1,Cross intersection,3,50,Local Road,144.284663,-36.751031,20150804,BENDIGO
T20150016398,2015-08-06,23:00:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,5,282336,1,0,0,1,1,2,2,2,T intersection,3,50,Local Road,144.301249,-36.777133,20150806,BENDIGO
T20150016688,2015-08-08,18:20:00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL,5,292727,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,144.373933,-36.680963,20150808,BENDIGO
T20150016492,2015-08-08,08:30:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,292632,2,0,0,1,2,3,1,1,Cross intersection,3,80,Local Road,144.134696,-36.731725,20150808,BENDIGO
T20150016635,2015-08-10,11:00:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,293423,1,0,1,1,0,2,1,5,Not at intersection,2,60,,144.71555,-36.92666,20150810,BENDIGO
T20150017099,2015-08-11,05:20:00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL,5,292953,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other,144.333069,-36.788681,20150811,BENDIGO
T20150016792,2015-08-11,15:10:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,57309,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,144.284397,-36.776358,20150811,BENDIGO
T20150016874,2015-08-12,12:01:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,292794,2,0,0,1,2,3,2,5,Not at intersection,3,60,Arterial Other,144.253416,-36.780587,20150812,BENDIGO
T20150017248,2015-08-12,15:30:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51642,2,0,0,1,2,3,1,1,Cross intersection,3,50,Arterial Other,144.282891,-36.763372,20150812,BENDIGO
T20150016796,2015-08-12,15:35:00,1,Collision with vehicle,4,Wednesday,152,PULLING OUT (OVERTAKING),1,59447,2,0,0,1,1,2,1,2,T intersection,3,100,Local Road,144.451976,-36.662684,20150812,BENDIGO
T20150016807,2015-08-12,19:00:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),5,51883,2,0,0,2,0,2,1,2,T intersection,3,90,Arterial Highway,144.220182,-36.75406,20150812,BENDIGO
T20150016818,2015-08-12,23:35:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,292740,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Highway,144.243093,-36.799821,20150812,BENDIGO
T20150017005,2015-08-15,16:48:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,357489,2,0,0,1,1,2,1,4,Multiple intersection,3,50,Local Road,144.708566,-36.916715,20150815,BENDIGO
T20150016987,2015-08-15,09:45:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,44630,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.270579,-36.763471,20150815,BENDIGO
T20150018129,2015-08-15,21:30:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,293670,1,0,1,0,0,1,2,5,Not at intersection,2,80,Local Road,144.21088,-36.75378,20150815,BENDIGO
T20150017088,2015-08-16,19:15:00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),5,293259,2,0,0,1,2,3,1,5,Not at intersection,3,100,,144.199523,-36.61296,20150816,BENDIGO
T20150017072,2015-08-16,13:45:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,293708,2,0,1,2,0,3,1,5,Not at intersection,2,60,Arterial Highway,144.292638,-36.747309,20150816,BENDIGO
T20150017066,2015-08-16,11:25:00,1,Collision with vehicle,0,Sunday,132,RIGHT REAR.,1,357487,2,0,2,0,2,4,1,5,Not at intersection,2,100,Arterial Other,144.142703,-36.888421,20150816,BENDIGO
T20150017139,2015-08-17,15:00:00,6,Vehicle overturned (no collision),2,Monday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,293422,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.521841,-36.67706,20150817,BENDIGO
T20150018091,2015-08-18,15:15:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19431,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,144.284313,-36.75549,20150818,BENDIGO
T20150020097,2015-08-19,12:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,59524,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Highway,144.304867,-36.731458,20150819,BENDIGO
T20150017272,2015-08-19,09:50:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,293224,2,0,0,1,2,3,1,5,Not at intersection,3,90,Arterial Highway,144.344082,-36.769955,20150819,BENDIGO
T20150017435,2015-08-21,13:00:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,293127,2,0,2,0,4,6,1,5,Not at intersection,2,100,,144.653019,-36.429709,20150821,BENDIGO
T20150017471,2015-08-22,04:50:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,295030,1,0,0,4,1,5,1,5,Not at intersection,3,60,Arterial Other,144.283741,-36.749931,20150822,BENDIGO
T20150017674,2015-08-25,09:00:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,293636,2,0,0,2,1,3,1,5,Not at intersection,3,60,Arterial Other,144.35656,-36.806441,20150825,BENDIGO
T20150017752,2015-08-26,17:50:00,4,Collision with a fixed object,4,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,294541,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,144.199529,-36.874163,20150826,BENDIGO
T20150018109,2015-08-31,11:35:00,1,Collision with vehicle,2,Monday,150,HEAD ON(OVERTAKING),1,296726,2,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Highway,144.335915,-36.662716,20150831,BENDIGO
T20150020833,2015-08-31,08:00:00,1,Collision with vehicle,2,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),1,29980,2,0,0,1,1,2,2,1,Cross intersection,3,70,Arterial Highway,144.31319,-36.759376,20150831,BENDIGO
T20150018199,2015-09-01,17:00:00,1,Collision with vehicle,3,Tuesday,119,OTHER ADJACENT (INTERSECTIONS ONLY),2,15179,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,144.255207,-36.737858,20150901,BENDIGO
T20150018140,2015-09-01,06:45:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,51549,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Highway,144.296573,-36.742254,20150901,BENDIGO
T20150018348,2015-09-03,16:45:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,293822,1,0,2,0,0,2,1,5,Not at intersection,2,100,Arterial Other,144.407471,-36.812935,20150903,BENDIGO
T20150018570,2015-09-06,18:30:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,53463,2,0,0,1,3,4,1,2,T intersection,3,60,,144.14094,-36.736291,20150906,BENDIGO
T20150021396,2015-09-07,07:45:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,2,295100,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,144.317434,-36.75928,20150907,BENDIGO
T20150018773,2015-09-07,13:05:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,293834,2,0,0,1,1,2,2,5,Not at intersection,3,50,,144.282694,-36.7647,20150907,BENDIGO
T20150018618,2015-09-07,15:25:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,26244,2,0,2,0,0,2,1,2,T intersection,2,60,Arterial Other,144.353083,-36.805973,20150907,BENDIGO
T20150019836,2015-09-10,18:30:00,1,Collision with vehicle,5,Thursday,142,LEAVING PARKING,2,294298,2,0,0,2,2,4,2,5,Not at intersection,3,60,Arterial Other,144.312398,-36.772268,20150910,BENDIGO
T20150018978,2015-09-10,07:50:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,19413,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,144.291879,-36.731364,20150910,BENDIGO
T20150018871,2015-09-10,16:05:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,59720,3,0,0,1,3,4,1,2,T intersection,3,80,Arterial Highway,144.235367,-36.761035,20150910,BENDIGO
T20150018912,2015-09-11,12:40:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,295274,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,144.242717,-36.801179,20150911,BENDIGO
T20150018963,2015-09-12,06:30:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,2,51565,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,144.288113,-36.74789,20150912,BENDIGO
T20150019058,2015-09-13,16:45:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,51595,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Highway,144.263662,-36.755656,20150913,BENDIGO
T20150019214,2015-09-15,17:30:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,294016,2,0,1,2,1,4,1,2,T intersection,2,70,Arterial Highway,144.315804,-36.706957,20150915,BENDIGO
T20150021828,2015-09-17,19:00:00,1,Collision with vehicle,5,Thursday,143,ENTERING PARKING,2,51624,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,144.277246,-36.760243,20150917,BENDIGO
T20150019558,2015-09-20,14:59:00,1,Collision with vehicle,1,Sunday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,294889,2,0,1,0,1,2,1,5,Not at intersection,2,100,,144.212537,-36.887041,20150920,BENDIGO
T20150020234,2015-09-22,13:00:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,297337,1,0,1,0,0,1,2,2,T intersection,2,999,,144.14407,-36.65141,20150922,BENDIGO
T20150023446,2015-09-22,10:15:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,357117,1,0,0,1,1,2,9,5,Not at intersection,3,100,,144.15904,-36.80848,20150922,BENDIGO
T20150019737,2015-09-23,08:45:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,51739,2,0,0,1,1,2,2,2,T intersection,3,50,Arterial Highway,144.241728,-36.80482,20150923,BENDIGO
T20150019841,2015-09-24,16:25:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,51561,2,0,1,2,0,3,1,1,Cross intersection,2,60,Arterial Highway,144.258109,-36.746919,20150924,BENDIGO
T20150019922,2015-09-25,16:10:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59830,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,144.270333,-36.780626,20150925,BENDIGO
T20150019966,2015-09-26,13:30:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,294354,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,144.277475,-36.758744,20150926,BENDIGO
T20150020047,2015-09-27,20:45:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,295407,3,0,1,0,2,3,1,2,T intersection,2,100,Local Road,144.507808,-36.853433,20150927,BENDIGO
T20160000819,2015-09-28,01:00:00,3,Struck animal,2,Monday,167,STRUCK ANIMAL,5,298422,1,0,0,1,0,1,2,5,Not at intersection,3,80,Local Road,144.291427,-36.809211,20150928,BENDIGO
T20150026785,2015-09-28,06:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,59676,2,0,0,1,0,1,2,1,Cross intersection,3,60,Local Road,144.294357,-36.756219,20150928,BENDIGO
T20150020098,2015-09-28,14:45:00,1,Collision with vehicle,2,Monday,136,RIGHT TURN SIDESWIPE,1,294548,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,144.25192,-36.76343,20150928,BENDIGO
T20150021844,2015-09-30,16:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,29977,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,144.283473,-36.750173,20150930,BENDIGO
T20150020257,2015-09-30,17:35:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,19431,2,0,1,0,2,3,1,1,Cross intersection,2,50,Arterial Highway,144.284313,-36.75549,20150930,BENDIGO
T20150020645,2015-10-01,19:25:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,294888,3,0,0,1,2,3,1,5,Not at intersection,3,50,Arterial Highway,144.244137,-36.79586,20151001,BENDIGO
T20150020300,2015-10-01,09:37:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,294572,1,0,1,0,0,1,1,5,Not at intersection,2,110,Arterial Highway,144.23273,-36.84055,20151001,BENDIGO
T20150023193,2015-10-01,19:00:00,2,Struck Pedestrian,5,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,2,295933,1,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,144.19648,-36.752043,20151001,BENDIGO
T20150023274,2015-10-02,23:10:00,1,Collision with vehicle,5,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),3,357115,2,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Highway,144.295564,-36.743532,20151002,BENDIGO
T20150022357,2015-10-03,12:30:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,9,59294,1,0,1,0,0,1,2,2,T intersection,2,60,Arterial Other,144.505141,-36.486992,20151003,BENDIGO
T20150020441,2015-10-03,12:30:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,294616,2,0,1,0,4,5,1,5,Not at intersection,2,50,Local Road,144.262638,-36.728318,20151003,BENDIGO
T20150020516,2015-10-04,14:30:00,5,collision with some other object,1,Sunday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,1,294891,1,0,0,2,1,3,1,5,Not at intersection,3,100,Local Road,144.515529,-36.69645,20151004,BENDIGO
T20150020498,2015-10-04,13:35:00,6,Vehicle overturned (no collision),1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,294890,1,0,1,1,2,4,1,5,Not at intersection,2,100,,144.482042,-36.80672,20151004,BENDIGO
T20150020591,2015-10-05,14:15:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,29980,3,0,1,1,2,4,1,1,Cross intersection,2,60,Arterial Highway,144.31319,-36.759376,20151005,BENDIGO
T20150020699,2015-10-06,23:35:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,6,294713,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.254907,-36.76366,20151006,BENDIGO
T20150020677,2015-10-06,17:00:00,4,Collision with a fixed object,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,295031,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road,144.531709,-36.647048,20151006,BENDIGO
T20150020728,2015-10-06,18:42:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,301253,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other,144.737411,-36.941851,20151006,BENDIGO
T20150020829,2015-10-08,11:45:00,1,Collision with vehicle,5,Thursday,169,OTHER ON PATH,1,294852,2,0,2,0,0,2,1,5,Not at intersection,2,50,Arterial Other,144.291019,-36.769417,20151008,BENDIGO
T20150022143,2015-10-09,14:30:00,2,Struck Pedestrian,5,Friday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,295523,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,144.253239,-36.71921,20151009,BENDIGO
T20150021061,2015-10-12,10:00:00,5,collision with some other object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,357090,2,0,0,1,0,1,1,5,Not at intersection,3,100,,144.492937,-36.88228,20151012,BENDIGO
T20150023783,2015-10-13,19:50:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,19430,2,0,0,1,0,1,1,1,Cross intersection,3,50,Local Road,144.275064,-36.753271,20151013,BENDIGO
T20150021350,2015-10-15,21:10:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,51679,2,0,0,1,2,3,1,1,Cross intersection,3,60,,144.268797,-36.772742,20151015,BENDIGO
T20150021529,2015-10-16,10:10:00,1,Collision with vehicle,6,Friday,142,LEAVING PARKING,1,295932,3,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,144.27761,-36.76331,20151016,BENDIGO
T20150021473,2015-10-17,09:23:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,295269,1,0,1,0,0,1,1,5,Not at intersection,2,100,,144.214215,-36.877638,20151017,BENDIGO
T20150021518,2015-10-17,14:20:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19689,2,0,1,1,1,3,1,1,Cross intersection,2,60,Arterial Highway,144.501997,-36.786944,20151017,BENDIGO
T20150021850,2015-10-20,18:30:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,49321,2,0,0,2,2,4,2,1,Cross intersection,3,50,Arterial Other,144.305216,-36.773247,20151020,BENDIGO
T20150023936,2015-10-22,14:45:00,7,Fall from or in moving vehicle,5,Thursday,190,FELL IN/FROM VEHICLE,1,51570,1,0,1,0,1,2,2,1,Cross intersection,2,60,Arterial Highway,144.290752,-36.749779,20151022,BENDIGO
T20150021887,2015-10-22,14:30:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19446,2,0,1,0,2,3,1,1,Cross intersection,2,100,Arterial Highway,144.158783,-36.809684,20151022,BENDIGO
T20150023621,2015-10-23,07:15:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,2,35770,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,144.278595,-36.7597,20151023,BENDIGO
T20150021998,2015-10-24,14:38:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,35811,2,0,1,1,1,3,1,1,Cross intersection,2,50,Local Road,144.28715,-36.754995,20151024,BENDIGO
T20150022036,2015-10-25,01:50:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,295574,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.303118,-36.802669,20151025,BENDIGO
T20150022171,2015-10-26,13:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,298501,2,0,0,2,0,2,2,1,Cross intersection,3,60,Local Road,144.321548,-36.705802,20151026,BENDIGO
T20150022165,2015-10-26,16:40:00,1,Collision with vehicle,2,Monday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,295526,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,144.260591,-36.731379,20151026,BENDIGO
T20150022144,2015-10-26,12:40:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,296734,1,0,1,0,0,1,1,5,Not at intersection,2,80,,144.237736,-36.822931,20151026,BENDIGO
T20150022273,2015-10-27,19:25:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,297338,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,144.598877,-36.836842,20151027,BENDIGO
T20150022335,2015-10-28,15:50:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,297935,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Highway,144.228709,-36.714541,20151028,BENDIGO
T20150022550,2015-10-31,10:51:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,295638,1,0,0,2,0,2,1,5,Not at intersection,3,100,,144.20897,-36.810712,20151031,BENDIGO
T20150023787,2015-11-01,15:50:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,296234,1,0,1,0,0,1,2,5,Not at intersection,2,999,Arterial Highway,144.30756,-36.759033,20151101,BENDIGO
T20150023261,2015-11-02,10:30:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,295948,2,0,0,1,0,1,2,2,T intersection,3,50,Local Road,144.265421,-36.784821,20151102,BENDIGO
T20150022767,2015-11-03,15:03:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,357542,2,0,1,0,2,3,1,1,Cross intersection,2,70,Arterial Highway,144.317432,-36.75951,20151103,BENDIGO
T20150022759,2015-11-03,12:25:00,2,Struck Pedestrian,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,295824,1,0,1,0,1,2,1,5,Not at intersection,2,50,,144.24916,-36.71455,20151103,BENDIGO
T20150025914,2015-11-03,21:25:00,1,Collision with vehicle,3,Tuesday,140,U TURN,3,297275,2,0,0,2,1,3,1,5,Not at intersection,3,60,Arterial Highway,144.264419,-36.769199,20151103,BENDIGO
T20150022874,2015-11-04,15:45:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,295825,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,144.304621,-36.773057,20151104,BENDIGO
T20150022909,2015-11-05,09:00:00,6,Vehicle overturned (no collision),5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,49318,1,0,0,1,0,1,1,4,Multiple intersection,3,50,Arterial Highway,144.287376,-36.758373,20151105,BENDIGO
